course_name,course_url,grading_basis,grading_trend,enrollment_trend,recent_reviews
ECON 199,https://ucsbplat.com/curriculum/class/FALL%202025%2015883,Letter Grade,"[""A""]","[60, 7, 17, 14]",[]
DANCE 194,https://ucsbplat.com/curriculum/class/FALL%202025%2010876,Letter Grade,"[""A-"", ""A""]","[6, 5, 7]","[""She should not be a ballet teacher.  She gives you a correction and then that specific correction changes the next time.  I do not believe she knows what she is doing, also very condescending. I love ballet and when I took her class she took the passion away.""]"
PSY 590A,https://ucsbplat.com/curriculum/class/FALL%202025%2045500,Pass/No Pass,[],"[13, 16, 13]","[""She is wonderful. Her assignments are very clear and she is very clear on how to do everything. If you follow directions an A should be easy. Her quizzes were also pretty easy and she was very understanding for how long the quizzes should take us. Amazing."", ""This class had a lot of busy work that in the end didn't really help with the final assignment. Her lectures were not very easy to follow but you can access them online afterwards. She does use location based iclicker for attendance""]"
IQB 224,https://ucsbplat.com/curriculum/class/FALL%202025%2027995,Letter Grade,"[""A""]",[7],"[""Never thought i would not receive an A for a lab class. Everything was graded at the end and had extremely vague instructions. Gotten points knocked off for a bad conclusion. even though it told me to summarize. By the time I knew what type of lab report she wanted, the labs were all done. Someone should honestly fire this atrocity of a professor.""]"
MATH 225A,https://ucsbplat.com/curriculum/class/FALL%202025%2032433,Letter Grade,"[""A"", ""A""]","[9, 5]","[""This class is hard only because of the homework but literally half your grade is online tests so it was easy to get an A. Many people are complaining about the amount of homework but it wasn't only that. I've had other classes with 70 webwork questions but the questions were actually beyond difficult. Also I swear he doesn't like college students."", ""This class is an interesting one. The professor is very funny and the lectures are easy to follow and quite interesting. The homework is due weekly on Thursday nights and probably takes 5-10 hours per week because you are not taught how to do the HW. You get unlimited attempts for HW and it is 50% of your grade, so an A is achievable."", ""It's just a lot of work, and I would have to go to CLAS Drop In every week.  There were even some super difficult questions that tutors couldn't even help with.  But he teaches very well, and the midterm and final are online.  The emphasis of the class is basically to practice math over and over, with 60-90 math problems a week.""]"
FR 50AX,https://ucsbplat.com/curriculum/class/FALL%202025%2023317,Letter Grade,"[""A"", ""A+""]","[49, 24]","[""At first I didn't mind this class and her teaching methods. I really appreciated how much she knew about medieval literature. But after a while it became clear that she was a professor who only cared about lectures and wasn't involved in any other part of the class. My TA, who was super helpful, was my main source of information for the class."", ""I really enjoyed having her for medieval literature because I did not think I'd enjoy this class. She is funny, engaging, and brilliant, which was motivating for this class since it was later in the day. Readings may be hard at first, but you get used to them as she gives you plenty of time to read. My TA was also really helpful. Would take again.""]"
CNCSP 209A,https://ucsbplat.com/curriculum/class/FALL%202025%2009415,Pass/No Pass,[],"[8, 7, 14]",[]
ART CS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2001206,Pass/No Pass,[],"[10, 10]",[]
HIST 500,https://ucsbplat.com/curriculum/class/FALL%202025%2027151,Pass/No Pass,[],"[30, 25]",[]
ARTHI 187B,https://ucsbplat.com/curriculum/class/FALL%202025%2063404,Letter Grade,"[""A""]",[15],"[""Her class is wayyyyy too much for an GE. If you like European art, then this class is for you. Otherwise, avoid her ASAP as it will take more time to study than your major classes."", ""So incredibly boring and gives no actual value to the taker. For this class you have to memorize the name, date, author, and original location for 80+ images along with having some background of each image. Doesn't post lecture slides and slides have no writing so to do well you have to pay attention constantly. WOULD NOT RECOMMEND""]"
LATIN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028779,Pass/No Pass,"[""0%"", ""0%""]","[20, 8, 20]","[""Prof. MacLean is one of the best and easiest profs. Attendance is mandatory for the first 6 attendance pop quizzes, but she tells you the answers. 1 take home/online midterm, 2 source analyses, and the final is optional if all you're aiming for is a P/NP or a B+. I would 100% recommend this class, also a plus that there's no section."", ""Prof Maclean was a very helpful teacher who was easy to approach. This was one of my favorite classes I've taken here at UCSB. If you put in the work outside of class the class will come easy. Lost of memorization so if you don't take the time you will fall behind. The class itself was laid back and she was a pretty easy grader. would recommend""]"
MATH 3B,https://ucsbplat.com/curriculum/class/FALL%202025%2030346,Letter Grade,"[""B"", ""A""]","[350, 25, 25]",[]
WRIT 107A,https://ucsbplat.com/curriculum/class/FALL%202025%2050328,Letter Grade,"[""A"", ""A""]","[21, 25]","[""She is an excellent teacher. She uses contract grading, and attendance is pretty mandatory. Two big essays and no final. Overall, she's a lovely person and a good teacher; I would highly recommend that people take her class."", ""I loved her. She truly cares about her students and genuinely wants you to learn. PLEASE take this class if you can. She brings a comfortable vibe to the class and wants to make sure you succeed. Shes motivational because she really gets you to understand yourself and makes you want to move forward with writing. I loved her class a lot.""]"
CHEM 194,https://ucsbplat.com/curriculum/class/FALL%202025%2064659,Letter Grade,[],[37],"[""Back when I took this class, he got mad at me for asking questions in his class during an inverted classroom setup. Like &#8220;omg you don't know that?&#8221;. YES. That's why I'm asking the fricken question. \n\nAlso was disrespectful in office hours. \n\nGuy has an ego as well.""]"
CHEM 6BH,https://ucsbplat.com/curriculum/class/FALL%202025%2064469,Letter Grade,"[""A"", ""A""]","[18, 18, 284, 18]","[""Lipshutz is a funny guy, but I really learned nothing in this class. I went to every lecture and did all of the flash cards but still felt like I didn't learn an ounce of Ochem. I got a B tho, despite getting like 50% on both tests. If you're really into O-Chem, I think he's probably a great professor. Otherwise, wouldn't recommend."", ""great professor who is extremely knowledgeable!! felt like a privilege to learn ochem from this guy honestly. likes to talk to students and if he knows you/sees you going to reviews and trying to learn the material you will end up doing better in his class. very few exams so they can be stressful but you'll probably end up fine honestly."", ""My favorite professor of all time. Someone said it felt like a privilege to be taught by him and I 100% agree. When I took this class I didn't care about my grade I just wanted to earn his respect by showing I learned the material. It felt more like a coaching experience than a professor, in the best way possible. Go to the special lectures!!""]"
FAMST 501,https://ucsbplat.com/curriculum/class/FALL%202025%2022590,Pass/No Pass,[],"[12, 5]",[]
MUS 297B,https://ucsbplat.com/curriculum/class/FALL%202025%2037572,Letter Grade,"[""A"", ""A""]","[10, 10]",[]
CMPTGCS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2009019,Letter Grade,[],"[7, 6]",[]
ECON 5,https://ucsbplat.com/curriculum/class/FALL%202025%2014670,Letter Grade,"[""A"", ""A""]","[48, 48]","[""The class was mainly just loads of ANOVA, she was a pretty unengaging lecturer and would get annoyed when people didn't participate but she was fair and the class is graded I think 30% on homeworks which weren't that bad, 30% on midterm and 40% on the final. As others said, midterm and final are open note, she gives examples which are very similar""]"
ARTHI 142E,https://ucsbplat.com/curriculum/class/FALL%202025%2052423,Letter Grade,"[""B+"", ""B+""]","[45, 60, 28]","[""His midterm and final were extremely difficult for me, though I admit these are partially due to my own shortcomings. His midterm and final are based on terms and you're given 60 seconds to recognize and identify all information on them (date, architect, name of structure, location, etc). I did not have fun in this class but it was interesting.""]"
PSTAT 120A,https://ucsbplat.com/curriculum/class/FALL%202025%2042937,Letter Grade,"[""A"", ""A""]","[259, 21, 25]","[""Frequently made mistakes on example problems and often did not give clear answers to student questions. Resulting slow pace led to us missing 2 full weeks of content. Didn't really promote understanding of material, just how to plug in formulas. \nHonestly not even worth the easy A for PSTAT majors. Take someone else if possible"", ""Seems most people either hate or love Dr. Coburn but as long as you go into it without the notion that you're getting an easy A & actually study - you'll do well in her class. She is a bit tough to reach outside of class & does make calculation errors in her slides but the study guides prepare you well for the midterm/final + cheat sheets allowed""]"
PSY 138L,https://ucsbplat.com/curriculum/class/FALL%202025%2059956,Letter Grade,"[""A"", ""A+""]","[48, 12]","[""I took Psy111/211 in 2022. I really don't understand the negative feedback. Dr. Kippin is such a chill guy and you basically only have to watch and understand the lectures. Just put some effort into it and you'll be rewarded. Also, he knows his stuff."", ""Tod is the most understanding and caring professor during the pandemic. There were no midterms this quarter, just weekly quizzes &amp; he gives you the question a week in advance. There are group projects as well but thats how I was able to make a study group for this class and the final was based off the quizzes he gave throughout the quarter."", ""His lectures are very loaded but watching them a couple times definitely helps! He was very chill during the pandemic, easy A as long as you do the quizzes and pay attention.""]"
WRIT W 107WC,https://ucsbplat.com/curriculum/class/FALL%202025%2064535,Letter Grade,"[""A"", ""A""]","[25, 21]","[""Kara Mae is so sweet and was really accommodating during the pandemic. Because of this, attendance wasn't completely mandatory but I recommend you still go to class. You're graded based on peer reviewing your classmates essays and a writing project. I learned a lot from this class but you do need to put in the work if you're trying to get an A!"", ""You will get the grade you deserve in this class based on the effort you put in. There are frequent readings, but a good skim through them is fine. I recommend reading them, not only for the grade but because they are genuinely interesting (coming from a person who hates reading). Super helpful, interesting, and fun. Ur view on writing will change."", ""Great professor. Learned lots about writing and enjoyed it too because of her enthusiasm for the subject.""]"
