course_name,course_url,professor,enrollment_trend,grading_trend,review_1,review_2,review_3
CHEM 142A,https://ucsbplat.com/curriculum/class/FALL%202025%2006288,Yang Hai,98/110,B|A,"Don't get fooled by his grading system, the homework seemed easy, but no partial credit (averages ~ 50/100). Studying for the exams were a nightmare because there's so much material, and he never emphasized anything. The exams were insanely difficult, NO amount of studying could have prepared me for them. avoid!","He's a very smart professor and it shows during lectures. I really liked the content of this class. But the exams were grueling- He teaches so many topics but only covers a select few on the exams, making it hard to prep for. The TA was very nice tho. I would really recommend taking /110 since those classes are more clear and fair.",
CHEM 150,https://ucsbplat.com/curriculum/class/FALL%202025%2006304,Timothy Devries,70/80,A|A,Grades were based on section attendance/ activities and midterm and final not a hard class but if you want an a you have to study for the midterms and final,"Nothing wrong or bad to say about him, however one of his TA's was a tough grader. He would literally give me a 99.75 instead of 100 on the homework or just always be extra. Other than the TA, as long as you study and read the chapters/lectures you will be fine",Took this for a GE and highly recommend it.
CHEM 163,https://ucsbplat.com/curriculum/class/FALL%202025%2006320,Liming Zhang,26/35,A|A,Covers the arrow pushing formalism and addresses organic reactions from this perspective.,"As fas as I know, he also gives final exam that is very similar to HW.",
CHEM 173A,https://ucsbplat.com/curriculum/class/FALL%202025%2006346,Mahdi Abu-Omar,37/40,A|A,"Applications of symmetry to bonding, electronic and vibrational spectroscopy. Stereochemistry of transition metal complexes and introduction to organometallics.","Explains concepts very clearly, and while the class is hard, it's doable",
CHEM 173A,https://ucsbplat.com/curriculum/class/FALL%202025%2006346,Scott Price,37/40,B+|A,"Explains concepts very clearly, and while the class is hard, it's doable","Notoriously tough course, but Price's lectures are so well constructed for easy comprehension and if you use the study resources he gives, there is really no reason why you shouldn't be able to pass. You don't even need to use them all, he's got something for everyone.","It was an honor to take Price, he's amazing!"
CHEM 183,https://ucsbplat.com/curriculum/class/FALL%202025%2006395,Darby Feldwinn,3/15,A|A,"Activities will be determined in consultation with the instructor and include instruction of 1 or 2 lab sections per week. Undergraduates enrolled in Chem 183 are learning assistants (LAs) in the general chemistry laboratory. LAs teach and mentor first-year university students. LAs assist students with experiments, lab technique, data analysis, calculations, learning chemistry concepts, and problem solving. As the LAs learn STEM education pedagogy, they can practice what they learn as LAs in the chemistry lab.",Learned a lot but it is almost impossible to get an A in this class.,
CHEM 183,https://ucsbplat.com/curriculum/class/FALL%202025%2074872,Morgan Gainer,0/15,A|A,"Activities will be determined in consultation with the instructor and include instruction of 1 or 2 lab sections per week. Undergraduates enrolled in Chem 183 are learning assistants (LAs) in the general chemistry laboratory. LAs teach and mentor first-year university students. LAs assist students with experiments, lab technique, data analysis, calculations, learning chemistry concepts, and problem solving. As the LAs learn STEM education pedagogy, they can practice what they learn as LAs in the chemistry lab.","Gainer is a very approachable professor, very nice and willing to answer questions. However, his lectures are not the most organized and are quite disconnected from the textbook. Ask for a classmate's notes if you missed a class, do not waste time reading the textbook. The final is pretty tricky, but doable.",
CHEM 194,https://ucsbplat.com/curriculum/class/FALL%202025%2054742,Darby Feldwinn,0/15,No data,"Having said that, really hard quizzes and tests (much harder than most of the stuff learned in class). Book problems are a must. Only teaches 8 ams. Honestly one of my favorite chem professors due to her lecture style but hard class.",Learned a lot but it is almost impossible to get an A in this class.,Never take her class.
CHEM 196,https://ucsbplat.com/curriculum/class/FALL%202025%2054858,Trevor Hayton,7/25,A|A,"Hayton's eccentric dedication to torturing students, I studied my ass off but still got my GPA tanked. His homework was nearly impossible for me, and so were his exams. His Canvas site was too disorganized to provide me any useful thing. He was among the professors that convinced me not to attend grad school in chemistry.","Makes 173A so fun! It's such an interesting class. His homework were challenging but you can get really good help from the TAs and office hours. He's really accessible outside of class and always give you hint to the problems. He is engaging, lecture is written on board, and very organized. He's one of my favorite chem professor!","However, he would give us some helpful hints to do them (except the last one) during his office hours or after lectures. So ask if you have any questions."
CHEM 196,https://ucsbplat.com/curriculum/class/FALL%202025%2054916,Vojtech Vlcek,12/30,A|A,"Nonetheless, it's an invaluable class as introduction to quantum dynamic.","Vlcek is honestly not that bad, his lectures can be hard to follow but his exams are open-note and that gave me some peace of mind when preparing for exams. You are graded by very few things but he did offer extra credit on the last homework assignment.","However, during his office hours, he struggles to smoothly calculate even the second derivative when providing examples. TAs are much more helpful than him. You should take advantage if you have to take the class: he might award you an 'A' even if your grade is B if you satisfy his egotism"
